pizza_id,quantity,date,time,size,price,category
spinach_supr_m,1,2015-02-20,20:22:25,M,16.5,Supreme
classic_dlx_m,1,2015-02-20,20:45:09,M,16,Classic
ital_cpcllo_l,1,2015-02-20,20:47:39,L,20.5,Classic
pepperoni_s,1,2015-02-20,20:47:39,S,9.75,Classic
pepperoni_m,1,2015-02-20,21:02:16,M,12.5,Classic
classic_dlx_l,1,2015-02-20,21:14:34,L,20.5,Classic
hawaiian_s,1,2015-02-20,21:14:34,S,10.5,Classic
pepperoni_l,1,2015-02-20,21:14:34,L,15.25,Classic
peppr_salami_l,1,2015-02-20,21:14:34,L,20.75,Supreme
classic_dlx_m,1,2015-02-20,21:28:46,M,16,Classic
classic_dlx_s,1,2015-02-20,21:28:46,S,12,Classic
spin_pesto_m,1,2015-02-20,21:28:46,M,16.5,Veggie
thai_ckn_l,1,2015-02-20,21:28:46,L,20.75,Chicken
four_cheese_l,1,2015-02-20,21:36:46,L,17.950000762939453,Veggie
bbq_ckn_l,1,2015-02-20,21:39:19,L,20.75,Chicken
cali_ckn_l,1,2015-02-20,21:39:19,L,20.75,Chicken
calabrese_s,1,2015-02-20,22:11:07,S,12.25,Supreme
ital_supr_m,1,2015-02-20,22:11:07,M,16.5,Supreme
mediterraneo_m,1,2015-02-20,22:11:07,M,16,Veggie
four_cheese_l,1,2015-02-20,22:12:20,L,17.950000762939453,Veggie
ital_cpcllo_s,1,2015-02-20,22:12:20,S,12,Classic
ital_supr_l,1,2015-02-20,22:12:20,L,20.75,Supreme
thai_ckn_l,1,2015-02-20,22:17:15,L,20.75,Chicken
mediterraneo_s,1,2015-02-21,11:43:29,S,12,Veggie
big_meat_s,1,2015-02-21,12:04:27,S,12,Classic
big_meat_s,1,2015-02-21,12:23:18,S,12,Classic
napolitana_l,1,2015-02-21,12:23:18,L,20.5,Classic
pepperoni_s,1,2015-02-21,12:23:18,S,9.75,Classic
southw_ckn_m,1,2015-02-21,12:23:18,M,16.75,Chicken
napolitana_l,1,2015-02-21,12:35:15,L,20.5,Classic
bbq_ckn_l,1,2015-02-21,12:37:30,L,20.75,Chicken
bbq_ckn_s,1,2015-02-21,12:37:30,S,12.75,Chicken
calabrese_l,1,2015-02-21,12:37:30,L,20.25,Supreme
hawaiian_m,1,2015-02-21,12:37:30,M,13.25,Classic
ital_veggie_m,1,2015-02-21,12:37:30,M,16.75,Veggie
napolitana_s,1,2015-02-21,12:37:30,S,12,Classic
southw_ckn_s,1,2015-02-21,12:37:30,S,12.75,Chicken
spicy_ital_l,1,2015-02-21,12:37:30,L,20.75,Supreme
thai_ckn_s,1,2015-02-21,12:37:30,S,12.75,Chicken
five_cheese_l,1,2015-02-21,12:43:43,L,18.5,Veggie
four_cheese_l,2,2015-02-21,12:43:43,L,17.950000762939453,Veggie
four_cheese_m,1,2015-02-21,12:43:43,M,14.75,Veggie
cali_ckn_m,1,2015-02-21,12:44:07,M,16.75,Chicken
ital_veggie_m,1,2015-02-21,12:44:07,M,16.75,Veggie
pep_msh_pep_s,1,2015-02-21,12:49:36,S,11,Classic
mediterraneo_m,1,2015-02-21,12:57:21,M,16,Veggie
classic_dlx_l,1,2015-02-21,12:59:13,L,20.5,Classic
green_garden_s,1,2015-02-21,12:59:13,S,12,Veggie
soppressata_m,1,2015-02-21,13:20:12,M,16.5,Supreme
the_greek_s,1,2015-02-21,13:20:12,S,12,Classic
big_meat_s,1,2015-02-21,13:42:51,S,12,Classic
thai_ckn_m,1,2015-02-21,13:42:51,M,16.75,Chicken
the_greek_l,1,2015-02-21,13:42:51,L,20.5,Classic
classic_dlx_m,1,2015-02-21,14:03:29,M,16,Classic
five_cheese_l,1,2015-02-21,14:03:29,L,18.5,Veggie
hawaiian_s,1,2015-02-21,14:03:29,S,10.5,Classic
napolitana_s,1,2015-02-21,14:03:29,S,12,Classic
spin_pesto_m,1,2015-02-21,14:04:59,M,16.5,Veggie
thai_ckn_l,1,2015-02-21,14:04:59,L,20.75,Chicken
green_garden_m,1,2015-02-21,14:41:55,M,16,Veggie
ital_veggie_m,1,2015-02-21,14:41:55,M,16.75,Veggie
southw_ckn_l,1,2015-02-21,14:41:55,L,20.75,Chicken
hawaiian_m,1,2015-02-21,15:07:39,M,13.25,Classic
big_meat_s,1,2015-02-21,15:10:02,S,12,Classic
bbq_ckn_l,2,2015-02-21,15:11:34,L,20.75,Chicken
brie_carre_s,1,2015-02-21,15:11:34,S,23.649999618530273,Supreme
ckn_pesto_m,1,2015-02-21,15:11:34,M,16.75,Chicken
four_cheese_m,1,2015-02-21,15:11:34,M,14.75,Veggie
sicilian_s,1,2015-02-21,15:11:34,S,12.25,Supreme
thai_ckn_l,1,2015-02-21,15:11:34,L,20.75,Chicken
thai_ckn_m,1,2015-02-21,15:11:34,M,16.75,Chicken
four_cheese_l,1,2015-02-21,15:12:31,L,17.950000762939453,Veggie
mediterraneo_l,1,2015-02-21,15:12:31,L,20.25,Veggie
bbq_ckn_l,1,2015-02-21,15:25:30,L,20.75,Chicken
brie_carre_s,1,2015-02-21,15:25:30,S,23.649999618530273,Supreme
prsc_argla_m,1,2015-02-21,15:25:30,M,16.5,Supreme
ital_veggie_m,1,2015-02-21,15:26:00,M,16.75,Veggie
spicy_ital_l,1,2015-02-21,15:26:00,L,20.75,Supreme
ital_veggie_m,1,2015-02-21,15:37:24,M,16.75,Veggie
the_greek_s,1,2015-02-21,15:41:20,S,12,Classic
big_meat_s,1,2015-02-21,16:12:23,S,12,Classic
calabrese_l,1,2015-02-21,16:12:23,L,20.25,Supreme
four_cheese_l,1,2015-02-21,16:12:23,L,17.950000762939453,Veggie
spicy_ital_l,1,2015-02-21,16:12:23,L,20.75,Supreme
big_meat_s,1,2015-02-21,16:32:10,S,12,Classic
classic_dlx_l,1,2015-02-21,16:32:10,L,20.5,Classic
spin_pesto_s,1,2015-02-21,16:32:10,S,12.5,Veggie
bbq_ckn_m,1,2015-02-21,16:37:19,M,16.75,Chicken
thai_ckn_l,1,2015-02-21,16:45:25,L,20.75,Chicken
big_meat_s,2,2015-02-21,16:46:37,S,12,Classic
four_cheese_l,1,2015-02-21,16:46:37,L,17.950000762939453,Veggie
ital_veggie_s,1,2015-02-21,16:46:37,S,12.75,Veggie
ital_supr_m,1,2015-02-21,17:16:04,M,16.5,Supreme
sicilian_l,1,2015-02-21,17:26:20,L,20.25,Supreme
southw_ckn_m,1,2015-02-21,17:26:20,M,16.75,Chicken
bbq_ckn_m,1,2015-02-21,17:28:57,M,16.75,Chicken
pep_msh_pep_s,1,2015-02-21,17:28:57,S,11,Classic
spicy_ital_l,1,2015-02-21,17:28:57,L,20.75,Supreme
thai_ckn_l,1,2015-02-21,17:28:57,L,20.75,Chicken
cali_ckn_l,1,2015-02-21,17:30:27,L,20.75,Chicken
four_cheese_l,1,2015-02-21,17:30:27,L,17.950000762939453,Veggie
veggie_veg_l,1,2015-02-21,17:30:27,L,20.25,Veggie
classic_dlx_s,1,2015-02-21,17:54:51,S,12,Classic
calabrese_m,1,2015-02-21,18:11:42,M,16.25,Supreme
thai_ckn_l,1,2015-02-21,18:11:42,L,20.75,Chicken
brie_carre_s,1,2015-02-21,18:12:32,S,23.649999618530273,Supreme
four_cheese_l,1,2015-02-21,18:12:32,L,17.950000762939453,Veggie
ital_veggie_s,1,2015-02-21,18:12:32,S,12.75,Veggie
veggie_veg_s,1,2015-02-21,18:12:32,S,12,Veggie
bbq_ckn_s,1,2015-03-07,19:08:43,S,12.75,Chicken
pepperoni_m,1,2015-03-07,19:08:43,M,12.5,Classic
spicy_ital_l,1,2015-03-07,19:08:43,L,20.75,Supreme
thai_ckn_l,1,2015-03-07,19:08:43,L,20.75,Chicken
green_garden_s,1,2015-03-07,19:12:55,S,12,Veggie
ital_supr_s,1,2015-03-07,19:12:55,S,12.5,Supreme
green_garden_l,1,2015-03-07,19:20:59,L,20.25,Veggie
pepperoni_s,1,2015-03-07,19:20:59,S,9.75,Classic
hawaiian_l,1,2015-03-07,19:31:49,L,16.5,Classic
sicilian_m,1,2015-03-07,19:31:49,M,16.25,Supreme
big_meat_s,2,2015-03-07,19:40:59,S,12,Classic
ital_supr_l,1,2015-03-07,19:40:59,L,20.75,Supreme
sicilian_s,1,2015-03-07,19:40:59,S,12.25,Supreme
classic_dlx_l,1,2015-03-07,19:48:54,L,20.5,Classic
classic_dlx_s,1,2015-03-07,19:48:54,S,12,Classic
ital_supr_m,1,2015-03-07,19:48:54,M,16.5,Supreme
southw_ckn_l,1,2015-03-07,19:48:54,L,20.75,Chicken
spinach_supr_l,1,2015-03-07,19:49:06,L,20.75,Supreme
thai_ckn_l,1,2015-03-07,19:49:06,L,20.75,Chicken
spinach_supr_s,1,2015-03-07,20:10:19,S,12.5,Supreme
napolitana_s,1,2015-03-07,20:12:39,S,12,Classic
ckn_pesto_s,1,2015-03-07,20:22:59,S,12.75,Chicken
ital_veggie_s,1,2015-03-07,20:22:59,S,12.75,Veggie
soppressata_s,1,2015-03-07,20:22:59,S,12.5,Supreme
spinach_supr_m,1,2015-03-07,20:22:59,M,16.5,Supreme
prsc_argla_l,1,2015-03-07,20:33:42,L,20.75,Supreme
the_greek_m,1,2015-03-07,20:33:42,M,16,Classic
ital_cpcllo_l,1,2015-03-07,20:39:45,L,20.5,Classic
ital_supr_m,1,2015-03-07,20:39:45,M,16.5,Supreme
thai_ckn_m,1,2015-03-07,20:39:45,M,16.75,Chicken
big_meat_s,1,2015-03-07,20:49:53,S,12,Classic
ital_supr_m,1,2015-03-07,20:57:08,M,16.5,Supreme
pep_msh_pep_s,1,2015-03-07,20:57:08,S,11,Classic
peppr_salami_l,1,2015-03-07,20:57:08,L,20.75,Supreme
bbq_ckn_l,1,2015-03-07,21:01:55,L,20.75,Chicken
brie_carre_s,1,2015-03-07,21:01:55,S,23.649999618530273,Supreme
the_greek_s,1,2015-03-07,21:01:55,S,12,Classic
napolitana_l,1,2015-03-07,21:13:37,L,20.5,Classic
spinach_fet_m,1,2015-03-07,21:13:37,M,16,Veggie
thai_ckn_s,1,2015-03-07,21:16:27,S,12.75,Chicken
bbq_ckn_m,2,2015-03-07,21:23:14,M,16.75,Chicken
southw_ckn_l,1,2015-03-07,21:23:14,L,20.75,Chicken
sicilian_l,1,2015-03-07,21:49:12,L,20.25,Supreme
pep_msh_pep_l,1,2015-03-07,22:18:41,L,17.5,Classic
prsc_argla_s,1,2015-03-07,22:18:41,S,12.5,Supreme
bbq_ckn_m,1,2015-03-07,22:31:24,M,16.75,Chicken
soppressata_s,1,2015-03-07,22:31:24,S,12.5,Supreme
ckn_alfredo_m,1,2015-03-07,22:42:37,M,16.75,Chicken
classic_dlx_m,1,2015-03-07,22:42:37,M,16,Classic
hawaiian_l,1,2015-03-07,22:42:37,L,16.5,Classic
pep_msh_pep_m,1,2015-03-07,22:42:37,M,14.5,Classic
spicy_ital_m,1,2015-03-07,22:59:17,M,16.5,Supreme
spinach_fet_l,1,2015-03-07,22:59:17,L,20.25,Veggie
big_meat_s,1,2015-03-07,23:02:35,S,12,Classic
ital_veggie_m,1,2015-03-07,23:02:35,M,16.75,Veggie
spinach_fet_s,1,2015-03-07,23:02:35,S,12,Veggie
hawaiian_l,1,2015-03-08,11:50:19,L,16.5,Classic
sicilian_s,1,2015-03-08,12:22:52,S,12.25,Supreme
ckn_pesto_s,1,2015-03-08,12:29:28,S,12.75,Chicken
classic_dlx_m,1,2015-03-08,12:29:28,M,16,Classic
classic_dlx_s,2,2015-03-08,12:29:28,S,12,Classic
four_cheese_l,1,2015-03-08,12:29:28,L,17.950000762939453,Veggie
pepperoni_l,2,2015-03-08,12:29:28,L,15.25,Classic
pepperoni_m,1,2015-03-08,12:29:28,M,12.5,Classic
southw_ckn_l,1,2015-03-08,12:29:28,L,20.75,Chicken
spicy_ital_m,1,2015-03-08,12:29:28,M,16.5,Supreme
thai_ckn_l,1,2015-03-08,12:29:28,L,20.75,Chicken
veggie_veg_l,1,2015-03-08,12:29:28,L,20.25,Veggie
veggie_veg_m,1,2015-03-08,12:29:28,M,16,Veggie
veggie_veg_s,1,2015-03-08,12:29:28,S,12,Veggie
five_cheese_l,1,2015-03-08,12:31:16,L,18.5,Veggie
bbq_ckn_l,1,2015-03-08,12:34:14,L,20.75,Chicken
ckn_alfredo_m,1,2015-03-08,12:37:23,M,16.75,Chicken
ckn_alfredo_m,1,2015-03-08,12:58:48,M,16.75,Chicken
ital_supr_l,1,2015-03-08,12:58:48,L,20.75,Supreme
big_meat_s,1,2015-03-08,13:08:44,S,12,Classic
green_garden_l,1,2015-03-08,13:08:44,L,20.25,Veggie
ital_cpcllo_l,1,2015-03-08,13:08:44,L,20.5,Classic
pepperoni_s,1,2015-03-08,13:08:44,S,9.75,Classic
sicilian_s,1,2015-03-08,13:08:44,S,12.25,Supreme
southw_ckn_m,1,2015-03-08,13:08:44,M,16.75,Chicken
hawaiian_s,1,2015-03-08,13:16:01,S,10.5,Classic
ital_veggie_m,1,2015-03-08,13:16:01,M,16.75,Veggie
pepperoni_s,1,2015-03-08,13:18:56,S,9.75,Classic
ital_veggie_m,1,2015-03-08,13:25:26,M,16.75,Veggie
cali_ckn_l,1,2015-03-08,13:33:30,L,20.75,Chicken
big_meat_s,1,2015-03-08,13:43:32,S,12,Classic
ckn_pesto_s,1,2015-03-08,14:14:25,S,12.75,Chicken
hawaiian_m,1,2015-03-08,14:14:25,M,13.25,Classic
mexicana_m,1,2015-03-08,14:14:25,M,16,Veggie
thai_ckn_m,1,2015-03-08,14:14:25,M,16.75,Chicken
bbq_ckn_s,1,2015-03-08,14:14:42,S,12.75,Chicken
spicy_ital_l,1,2015-03-08,14:35:06,L,20.75,Supreme
ital_veggie_m,1,2015-03-08,14:38:40,M,16.75,Veggie
prsc_argla_l,1,2015-03-08,14:46:52,L,20.75,Supreme
cali_ckn_m,1,2015-03-08,14:53:46,M,16.75,Chicken
hawaiian_m,1,2015-03-08,15:02:47,M,13.25,Classic
big_meat_s,1,2015-03-08,15:13:04,S,12,Classic
cali_ckn_m,1,2015-03-08,15:18:05,M,16.75,Chicken
peppr_salami_l,1,2015-03-08,15:18:05,L,20.75,Supreme
ital_supr_s,1,2015-03-08,15:56:08,S,12.5,Supreme
mexicana_l,1,2015-03-08,15:56:08,L,20.25,Veggie
spicy_ital_l,1,2015-03-08,15:56:48,L,20.75,Supreme
ckn_pesto_l,1,2015-03-08,15:58:21,L,20.75,Chicken
big_meat_s,1,2015-03-08,15:59:35,S,12,Classic
hawaiian_m,1,2015-03-08,15:59:35,M,13.25,Classic
spinach_fet_l,1,2015-03-08,15:59:35,L,20.25,Veggie
four_cheese_l,1,2015-03-08,16:16:42,L,17.950000762939453,Veggie
spinach_fet_m,1,2015-03-08,16:16:42,M,16,Veggie
bbq_ckn_s,1,2015-03-08,16:26:39,S,12.75,Chicken
big_meat_s,1,2015-03-08,16:32:58,S,12,Classic
five_cheese_l,1,2015-03-08,16:32:58,L,18.5,Veggie
hawaiian_s,1,2015-03-08,16:32:58,S,10.5,Classic
prsc_argla_l,1,2015-03-08,16:32:58,L,20.75,Supreme
bbq_ckn_m,1,2015-03-08,16:48:23,M,16.75,Chicken
brie_carre_s,1,2015-03-08,16:48:23,S,23.649999618530273,Supreme
napolitana_l,1,2015-03-08,16:55:44,L,20.5,Classic
peppr_salami_l,1,2015-03-08,16:55:44,L,20.75,Supreme
prsc_argla_s,1,2015-03-08,16:55:44,S,12.5,Supreme
soppressata_m,1,2015-03-08,16:55:44,M,16.5,Supreme
mediterraneo_m,1,2015-03-08,16:57:55,M,16,Veggie
four_cheese_l,1,2015-03-08,17:07:58,L,17.950000762939453,Veggie
peppr_salami_l,1,2015-03-08,17:07:58,L,20.75,Supreme
veggie_veg_s,1,2015-03-08,17:07:58,S,12,Veggie
ckn_alfredo_m,1,2015-03-08,17:13:18,M,16.75,Chicken
ital_supr_l,1,2015-03-08,17:13:18,L,20.75,Supreme
pepperoni_l,1,2015-03-08,17:13:18,L,15.25,Classic
bbq_ckn_m,1,2015-03-08,17:29:55,M,16.75,Chicken
spinach_supr_s,1,2015-03-08,17:29:55,S,12.5,Supreme
four_cheese_l,1,2015-03-08,17:34:55,L,17.950000762939453,Veggie
pep_msh_pep_s,1,2015-03-08,17:34:55,S,11,Classic
spicy_ital_l,1,2015-03-08,17:34:55,L,20.75,Supreme
thai_ckn_l,1,2015-03-08,17:34:55,L,20.75,Chicken
bbq_ckn_l,1,2015-03-08,17:41:34,L,20.75,Chicken
ital_veggie_s,1,2015-03-08,17:41:34,S,12.75,Veggie
mexicana_l,1,2015-03-08,17:41:34,L,20.25,Veggie
spicy_ital_l,1,2015-03-08,17:41:34,L,20.75,Supreme
big_meat_s,1,2015-03-08,17:46:49,S,12,Classic
ital_supr_m,1,2015-03-08,17:51:53,M,16.5,Supreme
mediterraneo_s,1,2015-03-08,17:51:53,S,12,Veggie
calabrese_m,1,2015-03-08,17:52:16,M,16.25,Supreme
classic_dlx_s,1,2015-03-08,17:52:16,S,12,Classic
thai_ckn_m,1,2015-03-08,17:52:16,M,16.75,Chicken
hawaiian_m,2,2015-03-08,17:55:21,M,13.25,Classic
sicilian_l,1,2015-03-08,17:55:21,L,20.25,Supreme
thai_ckn_m,1,2015-03-08,17:55:21,M,16.75,Chicken
hawaiian_s,1,2015-03-08,18:11:37,S,10.5,Classic
ital_supr_l,1,2015-03-08,18:19:16,L,20.75,Supreme
classic_dlx_s,1,2015-03-08,18:19:19,S,12,Classic
calabrese_l,1,2015-03-08,18:19:27,L,20.25,Supreme
sicilian_m,1,2015-03-08,18:25:31,M,16.25,Supreme
green_garden_m,1,2015-03-08,18:28:07,M,16,Veggie
hawaiian_s,1,2015-03-08,18:28:07,S,10.5,Classic
pepperoni_m,1,2015-03-08,18:28:07,M,12.5,Classic
southw_ckn_s,1,2015-03-08,18:28:07,S,12.75,Chicken
ital_cpcllo_l,1,2015-03-08,18:29:24,L,20.5,Classic
thai_ckn_l,1,2015-03-08,18:29:24,L,20.75,Chicken
thai_ckn_s,1,2015-03-08,18:29:24,S,12.75,Chicken
spinach_supr_s,1,2015-03-08,18:29:51,S,12.5,Supreme
bbq_ckn_l,1,2015-03-08,18:33:21,L,20.75,Chicken
bbq_ckn_m,1,2015-03-08,18:33:21,M,16.75,Chicken
prsc_argla_m,1,2015-03-08,18:33:21,M,16.5,Supreme
southw_ckn_l,1,2015-03-08,18:33:21,L,20.75,Chicken
big_meat_s,1,2015-03-08,19:27:14,S,12,Classic
four_cheese_l,1,2015-03-08,19:27:14,L,17.950000762939453,Veggie
prsc_argla_s,1,2015-03-08,19:53:16,S,12.5,Supreme
southw_ckn_s,1,2015-03-08,19:53:16,S,12.75,Chicken
southw_ckn_m,1,2015-03-08,19:56:35,M,16.75,Chicken
green_garden_m,1,2015-03-08,20:03:54,M,16,Veggie
napolitana_l,1,2015-03-08,20:03:54,L,20.5,Classic
thai_ckn_l,1,2015-03-08,20:03:54,L,20.75,Chicken
bbq_ckn_m,1,2015-03-08,20:14:02,M,16.75,Chicken
four_cheese_m,1,2015-03-24,12:49:05,M,14.75,Veggie
hawaiian_s,1,2015-03-24,12:49:05,S,10.5,Classic
classic_dlx_m,1,2015-03-24,12:53:26,M,16,Classic
four_cheese_l,1,2015-03-24,12:53:26,L,17.950000762939453,Veggie
ital_supr_l,1,2015-03-24,12:53:26,L,20.75,Supreme
mexicana_m,1,2015-03-24,12:53:26,M,16,Veggie
sicilian_m,1,2015-03-24,12:53:26,M,16.25,Supreme
spinach_fet_l,2,2015-03-24,12:53:26,L,20.25,Veggie
thai_ckn_l,1,2015-03-24,12:53:26,L,20.75,Chicken
thai_ckn_m,1,2015-03-24,12:53:26,M,16.75,Chicken
calabrese_m,1,2015-03-24,12:54:29,M,16.25,Supreme
ckn_alfredo_m,1,2015-03-24,12:54:29,M,16.75,Chicken
ital_supr_l,1,2015-03-24,12:57:03,L,20.75,Supreme
spin_pesto_m,1,2015-03-24,13:05:31,M,16.5,Veggie
hawaiian_s,1,2015-03-24,13:11:23,S,10.5,Classic
southw_ckn_l,1,2015-03-24,13:22:58,L,20.75,Chicken
hawaiian_s,1,2015-03-24,14:14:11,S,10.5,Classic
pepperoni_m,1,2015-03-24,14:14:11,M,12.5,Classic
spicy_ital_m,1,2015-03-24,14:28:06,M,16.5,Supreme
thai_ckn_s,1,2015-03-24,14:28:06,S,12.75,Chicken
mexicana_l,1,2015-03-24,14:42:01,L,20.25,Veggie
napolitana_l,1,2015-03-24,14:42:01,L,20.5,Classic
sicilian_s,1,2015-03-24,14:42:01,S,12.25,Supreme
pep_msh_pep_s,1,2015-03-24,15:31:33,S,11,Classic
prsc_argla_m,1,2015-03-24,15:31:33,M,16.5,Supreme
southw_ckn_m,1,2015-03-24,15:31:33,M,16.75,Chicken
bbq_ckn_m,1,2015-03-24,15:57:20,M,16.75,Chicken
spicy_ital_m,1,2015-03-24,15:57:20,M,16.5,Supreme
thai_ckn_l,1,2015-03-24,16:00:10,L,20.75,Chicken
classic_dlx_s,1,2015-03-24,16:07:27,S,12,Classic
peppr_salami_m,1,2015-03-24,16:07:27,M,16.5,Supreme
big_meat_s,1,2015-03-24,16:25:58,S,12,Classic
sicilian_l,2,2015-03-24,16:25:58,L,20.25,Supreme
thai_ckn_l,1,2015-03-24,16:25:58,L,20.75,Chicken
cali_ckn_m,1,2015-03-24,16:28:16,M,16.75,Chicken
five_cheese_l,1,2015-03-24,16:28:16,L,18.5,Veggie
pepperoni_m,1,2015-03-24,16:28:16,M,12.5,Classic
mexicana_l,1,2015-03-24,16:34:25,L,20.25,Veggie
mexicana_m,1,2015-03-24,16:34:25,M,16,Veggie
southw_ckn_s,1,2015-03-24,16:39:37,S,12.75,Chicken
soppressata_s,1,2015-03-24,16:43:09,S,12.5,Supreme
ckn_alfredo_m,1,2015-03-24,16:50:08,M,16.75,Chicken
peppr_salami_l,1,2015-03-24,16:50:08,L,20.75,Supreme
thai_ckn_l,1,2015-03-24,16:50:08,L,20.75,Chicken
thai_ckn_s,1,2015-03-24,16:50:08,S,12.75,Chicken
big_meat_s,1,2015-03-24,16:58:45,S,12,Classic
napolitana_m,1,2015-03-24,16:58:45,M,16,Classic
veggie_veg_s,1,2015-03-24,16:58:45,S,12,Veggie
ital_supr_m,1,2015-03-24,17:04:55,M,16.5,Supreme
the_greek_xl,1,2015-03-24,17:07:49,XL,25.5,Classic
bbq_ckn_l,1,2015-03-24,17:08:31,L,20.75,Chicken
pep_msh_pep_s,1,2015-03-24,17:08:31,S,11,Classic
big_meat_s,1,2015-03-24,17:10:38,S,12,Classic
classic_dlx_m,1,2015-03-24,17:28:09,M,16,Classic
bbq_ckn_m,1,2015-03-24,17:33:38,M,16.75,Chicken
ital_supr_m,1,2015-03-24,17:39:17,M,16.5,Supreme
prsc_argla_m,1,2015-03-24,17:39:17,M,16.5,Supreme
thai_ckn_l,1,2015-03-24,17:39:17,L,20.75,Chicken
four_cheese_l,1,2015-03-24,17:39:24,L,17.950000762939453,Veggie
ital_supr_l,1,2015-03-24,17:39:24,L,20.75,Supreme
sicilian_m,1,2015-03-24,17:59:12,M,16.25,Supreme
thai_ckn_s,1,2015-03-24,17:59:12,S,12.75,Chicken
brie_carre_s,1,2015-03-24,18:10:44,S,23.649999618530273,Supreme
pepperoni_m,1,2015-03-24,18:10:44,M,12.5,Classic
five_cheese_l,1,2015-03-24,18:48:54,L,18.5,Veggie
sicilian_s,1,2015-03-24,18:53:06,S,12.25,Supreme
the_greek_l,1,2015-03-24,18:53:06,L,20.5,Classic
four_cheese_m,1,2015-03-24,18:57:07,M,14.75,Veggie
thai_ckn_m,1,2015-03-24,18:57:07,M,16.75,Chicken
sicilian_s,1,2015-03-24,19:00:07,S,12.25,Supreme
brie_carre_s,1,2015-03-24,19:38:31,S,23.649999618530273,Supreme
four_cheese_l,1,2015-03-24,19:38:31,L,17.950000762939453,Veggie
the_greek_s,1,2015-03-24,19:38:31,S,12,Classic
veggie_veg_m,1,2015-03-24,19:38:31,M,16,Veggie
ital_cpcllo_s,1,2015-03-24,19:44:15,S,12,Classic
spicy_ital_l,1,2015-03-24,19:44:15,L,20.75,Supreme
the_greek_xl,1,2015-03-24,19:44:15,XL,25.5,Classic
ital_supr_s,1,2015-03-24,19:49:39,S,12.5,Supreme
pepperoni_s,1,2015-03-24,19:49:39,S,9.75,Classic
five_cheese_l,1,2015-03-24,19:57:44,L,18.5,Veggie
spinach_supr_l,1,2015-03-24,19:57:44,L,20.75,Supreme
the_greek_s,1,2015-03-24,19:57:44,S,12,Classic
bbq_ckn_m,1,2015-03-24,20:01:03,M,16.75,Chicken
big_meat_s,1,2015-03-24,20:01:03,S,12,Classic
ital_supr_m,1,2015-03-24,20:20:11,M,16.5,Supreme
mexicana_l,1,2015-03-24,20:20:11,L,20.25,Veggie
bbq_ckn_m,1,2015-03-24,20:32:57,M,16.75,Chicken
mexicana_l,1,2015-03-24,20:32:57,L,20.25,Veggie
spicy_ital_l,1,2015-03-24,20:32:57,L,20.75,Supreme
four_cheese_l,1,2015-03-24,20:37:52,L,17.950000762939453,Veggie
cali_ckn_m,1,2015-03-24,20:56:05,M,16.75,Chicken
four_cheese_m,1,2015-03-24,20:56:05,M,14.75,Veggie
ital_veggie_m,1,2015-03-24,20:56:05,M,16.75,Veggie
sicilian_s,1,2015-03-24,21:06:17,S,12.25,Supreme
classic_dlx_s,1,2015-03-24,22:03:54,S,12,Classic
ital_cpcllo_l,1,2015-03-24,22:03:54,L,20.5,Classic
big_meat_s,1,2015-03-24,22:14:02,S,12,Classic
classic_dlx_s,1,2015-03-24,22:14:02,S,12,Classic
ital_cpcllo_l,1,2015-03-24,22:14:02,L,20.5,Classic
sicilian_s,1,2015-03-24,22:14:02,S,12.25,Supreme
hawaiian_l,1,2015-03-24,22:20:17,L,16.5,Classic
peppr_salami_s,1,2015-03-24,22:20:17,S,12.5,Supreme
prsc_argla_l,1,2015-03-24,22:20:17,L,20.75,Supreme
sicilian_s,1,2015-03-24,22:20:17,S,12.25,Supreme
ital_cpcllo_l,1,2015-03-24,22:20:25,L,20.5,Classic
spinach_fet_s,1,2015-03-24,22:20:25,S,12,Veggie
veggie_veg_m,1,2015-03-24,22:20:25,M,16,Veggie
napolitana_l,1,2015-03-25,11:32:56,L,20.5,Classic
bbq_ckn_l,1,2015-03-25,11:37:54,L,20.75,Chicken
big_meat_s,1,2015-03-25,11:37:54,S,12,Classic
pep_msh_pep_s,1,2015-03-25,11:37:54,S,11,Classic
thai_ckn_m,1,2015-03-25,11:37:54,M,16.75,Chicken
ital_veggie_m,1,2015-03-25,11:53:09,M,16.75,Veggie
ckn_alfredo_m,1,2015-03-25,11:53:50,M,16.75,Chicken
ital_cpcllo_l,1,2015-03-25,12:00:40,L,20.5,Classic
soppressata_l,1,2015-03-25,12:06:23,L,20.75,Supreme
spin_pesto_s,1,2015-03-25,12:06:23,S,12.5,Veggie
calabrese_m,1,2015-03-25,12:09:12,M,16.25,Supreme
hawaiian_l,1,2015-03-25,12:09:12,L,16.5,Classic
thai_ckn_l,1,2015-03-25,12:11:42,L,20.75,Chicken
four_cheese_m,1,2015-03-25,12:20:42,M,14.75,Veggie
brie_carre_s,1,2015-03-25,12:22:09,S,23.649999618530273,Supreme
classic_dlx_m,1,2015-03-25,12:22:09,M,16,Classic
four_cheese_m,1,2015-03-25,12:22:09,M,14.75,Veggie
cali_ckn_m,1,2015-03-25,12:41:13,M,16.75,Chicken
classic_dlx_m,1,2015-03-25,12:41:13,M,16,Classic
four_cheese_m,1,2015-03-25,12:41:13,M,14.75,Veggie
soppressata_l,1,2015-03-25,12:41:13,L,20.75,Supreme
cali_ckn_s,1,2015-03-25,12:43:12,S,12.75,Chicken
